age,setting_count
0,6079
1,5870
2,5924
3,5878
4,5714
5,16904
6,18964
7,19100
8,19295
9,19396
10,19248
11,19355
12,19217
13,19329
14,18885
15,18416
16,17723
17,16505
18,14462
19,11460
20,8593
21,6468
22,5045
23,3956
24,3255
25,577
26,623
27,613
28,572
29,583
30,637
31,615
32,542
33,594
34,573
35,558
36,512
37,542
38,526
39,535
40,274
41,249
42,275
43,265
44,274
45,244
46,227
47,223
48,209
49,231
50,185
51,206
52,176
53,183
54,172
55,132
56,128
57,125
58,111
59,92
60,74
61,60
62,61
63,64
64,46
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
