age,setting_count
0,82
1,300
2,2221
3,2936
4,3161
5,3160
6,3194
7,3341
8,3041
9,2929
10,2918
11,2760
12,2830
13,2875
14,3006
15,3323
16,3709
17,3770
18,3974
19,3793
20,3904
21,3379
22,2463
23,1741
24,1395
25,365
26,348
27,366
28,293
29,291
30,225
31,244
32,224
33,256
34,225
35,256
36,297
37,267
38,240
39,243
40,249
41,239
42,239
43,256
44,253
45,256
46,247
47,299
48,288
49,326
50,339
51,297
52,305
53,309
54,287
55,137
56,165
57,129
58,122
59,125
60,113
61,134
62,95
63,90
64,53
65,37
66,30
67,13
68,43
69,57
70,3
71,1
72,2
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
