age,setting_count
0,0
1,0
2,0
3,1860
4,1971
5,12901
6,18984
7,32453
8,32294
9,32766
10,32320
11,34673
12,33602
13,34194
14,33774
15,30356
16,31412
17,30393
18,25950
19,22412
20,10084
21,10598
22,10348
23,10071
24,9927
25,1769
26,1840
27,1809
28,1767
29,1818
30,1008
31,1050
32,1124
33,1070
34,983
35,985
36,1042
37,991
38,1113
39,998
40,1076
41,996
42,981
43,1003
44,987
45,911
46,892
47,841
48,844
49,847
50,724
51,771
52,715
53,678
54,679
55,692
56,634
57,572
58,582
59,573
60,343
61,326
62,288
63,296
64,219
65,279
66,236
67,246
68,217
69,211
70,119
71,84
72,98
73,82
74,86
75,76
76,79
77,85
78,33
79,54
80,34
81,12
82,13
83,12
84,50
