age,setting_count
0,149
1,535
2,583
3,6185
4,7685
5,7887
6,16758
7,17059
8,17116
9,16979
10,17574
11,18074
12,18706
13,19317
14,19089
15,20274
16,19850
17,19887
18,7933
19,6744
20,5871
21,5805
22,5790
23,5933
24,5730
25,659
26,653
27,674
28,695
29,700
30,612
31,634
32,614
33,669
34,641
35,551
36,645
37,618
38,638
39,664
40,668
41,739
42,740
43,703
44,705
45,712
46,655
47,612
48,631
49,483
50,620
51,529
52,546
53,533
54,528
55,479
56,561
57,536
58,533
59,561
60,467
61,462
62,457
63,527
64,564
65,378
66,454
67,402
68,421
69,268
70,154
71,235
72,198
73,190
74,163
75,96
76,80
77,68
78,71
79,68
80,82
81,73
82,84
83,83
84,73
