age,setting_count
0,168
1,707
2,2737
3,3353
4,3269
5,3314
6,3407
7,3524
8,3438
9,3230
10,3173
11,3086
12,3319
13,3450
14,3531
15,3750
16,4164
17,4230
18,4534
19,4692
20,5064
21,4379
22,3037
23,2112
24,1641
25,362
26,328
27,342
28,291
29,305
30,255
31,263
32,231
33,264
34,255
35,328
36,320
37,309
38,314
39,267
40,316
41,251
42,254
43,299
44,283
45,273
46,313
47,313
48,333
49,357
50,398
51,344
52,277
53,273
54,283
55,174
56,180
57,143
58,152
59,128
60,144
61,148
62,103
63,120
64,84
65,29
66,22
67,30
68,53
69,84
70,4
71,4
72,3
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
