age,setting_count
0,0
1,0
2,0
3,2210
4,2147
5,14633
6,23878
7,43438
8,48409
9,46486
10,45365
11,47165
12,41429
13,40562
14,35872
15,36079
16,28384
17,28783
18,18570
19,15428
20,8915
21,8346
22,8092
23,8611
24,9439
25,2723
26,2540
27,2492
28,2493
29,2292
30,1790
31,1884
32,1702
33,1872
34,1719
35,1744
36,1592
37,1606
38,1477
39,1567
40,1339
41,1421
42,1306
43,1173
44,1251
45,1141
46,1176
47,1104
48,1215
49,1062
50,1000
51,906
52,812
53,748
54,779
55,663
56,702
57,774
58,594
59,658
60,395
61,398
62,432
63,353
64,361
65,290
66,386
67,342
68,337
69,281
70,233
71,177
72,136
73,95
74,91
75,85
76,132
77,111
78,123
79,59
80,75
81,14
82,18
83,5
84,70
