age,setting_count
0,108
1,825
2,2696
3,3191
4,3240
5,3306
6,3166
7,3331
8,3080
9,2909
10,2837
11,2622
12,2817
13,2740
14,2784
15,3008
16,3211
17,3262
18,3897
19,3731
20,3708
21,3094
22,2392
23,1866
24,1345
25,321
26,285
27,307
28,235
29,259
30,231
31,202
32,229
33,224
34,206
35,260
36,245
37,264
38,265
39,247
40,252
41,198
42,204
43,200
44,179
45,204
46,205
47,230
48,267
49,229
50,277
51,240
52,205
53,209
54,217
55,135
56,134
57,122
58,100
59,114
60,101
61,106
62,76
63,87
64,66
65,23
66,24
67,26
68,29
69,62
70,1
71,1
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
