age,setting_count
0,6019
1,30119
2,52367
3,54189
4,54440
5,43479
6,79176
7,79186
8,77400
9,79354
10,80091
11,82163
12,82179
13,84806
14,87316
15,90028
16,91558
17,69835
18,70161
19,36238
20,37068
21,36508
22,36630
23,35621
24,39576
25,41583
26,9083
27,9336
28,9327
29,9651
30,10509
31,10264
32,10418
33,10289
34,10120
35,9976
36,3452
37,3300
38,3262
39,3279
40,3260
41,3504
42,3484
43,3584
44,3662
45,3725
46,4196
47,4139
48,4081
49,4167
50,4096
51,4097
52,3987
53,4004
54,3943
55,3104
56,3062
57,2986
58,2906
59,2899
60,1727
61,1714
62,1722
63,1633
64,1513
65,178
66,193
67,168
68,145
69,168
70,49
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
