age,setting_count
0,114
1,390
2,446
3,2455
4,2788
5,2918
6,8418
7,8599
8,8646
9,8843
10,8866
11,9389
12,9578
13,10044
14,10094
15,10408
16,10227
17,10454
18,4871
19,2981
20,2542
21,2261
22,2461
23,2587
24,2616
25,358
26,335
27,340
28,370
29,383
30,271
31,241
32,265
33,275
34,268
35,260
36,305
37,274
38,318
39,340
40,405
41,408
42,390
43,384
44,352
45,344
46,335
47,351
48,349
49,260
50,319
51,299
52,285
53,266
54,280
55,244
56,281
57,267
58,286
59,309
60,246
61,245
62,219
63,305
64,328
65,231
66,306
67,286
68,328
69,163
70,89
71,127
72,97
73,113
74,115
75,53
76,40
77,40
78,33
79,49
80,17
81,14
82,31
83,22
84,12
