age,setting_count
0,0
1,0
2,0
3,1703
4,2596
5,5254
6,5396
7,5075
8,4949
9,5003
10,5440
11,5571
12,6057
13,5655
14,4405
15,5193
16,5140
17,5648
18,4508
19,4112
20,4193
21,4045
22,2987
23,2553
24,1878
25,1347
26,1316
27,1311
28,1305
29,1285
30,812
31,746
32,725
33,650
34,641
35,464
36,497
37,462
38,472
39,565
40,475
41,513
42,467
43,438
44,474
45,433
46,415
47,459
48,435
49,523
50,451
51,463
52,474
53,471
54,458
55,344
56,351
57,302
58,278
59,273
60,240
61,223
62,234
63,213
64,191
65,74
66,71
67,77
68,51
69,43
70,35
71,53
72,49
73,45
74,40
75,46
76,2
77,4
78,8
79,4
80,5
81,3
82,2
83,1
84,19
