age,setting_count
0,221
1,648
2,822
3,26481
4,34230
5,35636
6,68201
7,68647
8,67967
9,67239
10,67128
11,69177
12,69397
13,72185
14,73546
15,74554
16,74255
17,75168
18,37337
19,38198
20,35767
21,35830
22,34856
23,35361
24,35535
25,2886
26,3071
27,3086
28,3219
29,3183
30,2270
31,2290
32,2274
33,2294
34,2390
35,2216
36,2326
37,2310
38,2470
39,2469
40,2706
41,2954
42,3008
43,2965
44,2775
45,2760
46,2630
47,2551
48,2431
49,1945
50,2277
51,2100
52,2006
53,1971
54,1823
55,1826
56,1717
57,1735
58,1684
59,1681
60,1360
61,1479
62,1520
63,1659
64,1668
65,1252
66,1533
67,1411
68,1254
69,837
70,550
71,656
72,604
73,645
74,607
75,350
76,302
77,311
78,299
79,266
80,134
81,125
82,110
83,108
84,87
