age,setting_count
0,0
1,0
2,0
3,2282
4,3922
5,7062
6,7461
7,7291
8,7134
9,7352
10,8056
11,7802
12,7963
13,7877
14,6675
15,7387
16,7909
17,7683
18,5238
19,3924
20,2879
21,2632
22,1974
23,1685
24,1426
25,1695
26,1740
27,1782
28,1801
29,1638
30,1035
31,956
32,975
33,914
34,914
35,961
36,794
37,886
38,880
39,1025
40,789
41,782
42,736
43,718
44,745
45,664
46,645
47,685
48,753
49,807
50,717
51,655
52,659
53,628
54,592
55,457
56,447
57,413
58,462
59,415
60,290
61,256
62,249
63,236
64,178
65,94
66,89
67,85
68,83
69,61
70,54
71,46
72,48
73,41
74,19
75,35
76,5
77,1
78,6
79,5
80,6
81,2
82,2
83,3
84,20
