age,setting_count
0,0
1,0
2,0
3,2764
4,4521
5,6630
6,6944
7,7152
8,7096
9,6666
10,6923
11,6686
12,6915
13,6654
14,6303
15,6483
16,6488
17,6115
18,5404
19,4145
20,3652
21,3283
22,2465
23,2178
24,1722
25,1547
26,1427
27,1532
28,1470
29,1474
30,970
31,897
32,855
33,841
34,797
35,741
36,610
37,678
38,787
39,774
40,623
41,598
42,598
43,560
44,601
45,543
46,586
47,636
48,638
49,603
50,617
51,571
52,573
53,576
54,575
55,401
56,378
57,369
58,389
59,391
60,313
61,268
62,296
63,289
64,208
65,82
66,110
67,90
68,92
69,62
70,72
71,81
72,74
73,60
74,53
75,65
76,7
77,5
78,9
79,8
80,9
81,8
82,8
83,11
84,30
