age,setting_count
0,209
1,612
2,779
3,10121
4,12102
5,12624
6,25440
7,25651
8,25096
9,24761
10,24893
11,25435
12,25970
13,26576
14,27045
15,26396
16,26945
17,27400
18,11605
19,11496
20,10664
21,10534
22,10308
23,10405
24,10447
25,1059
26,1153
27,1232
28,1210
29,1272
30,774
31,787
32,817
33,770
34,845
35,837
36,759
37,859
38,925
39,963
40,1158
41,1123
42,1156
43,1074
44,1004
45,968
46,907
47,892
48,937
49,706
50,884
51,817
52,787
53,768
54,767
55,728
56,744
57,696
58,707
59,766
60,628
61,607
62,734
63,747
64,826
65,533
66,610
67,573
68,552
69,350
70,256
71,280
72,310
73,279
74,274
75,140
76,86
77,101
78,101
79,109
80,57
81,63
82,51
83,81
84,58
