age,setting_count
0,21230
1,21582
2,21197
3,20750
4,20354
5,42549
6,48004
7,48755
8,47881
9,46622
10,45337
11,44413
12,43791
13,44337
14,44793
15,45508
16,44939
17,43333
18,38742
19,31445
20,24780
21,19039
22,15271
23,11971
24,9621
25,2180
26,2040
27,2023
28,1839
29,1838
30,1949
31,2015
32,1861
33,1762
34,1802
35,1794
36,1735
37,1665
38,1669
39,1580
40,953
41,981
42,935
43,910
44,933
45,822
46,802
47,847
48,799
49,775
50,665
51,688
52,613
53,594
54,572
55,490
56,453
57,407
58,379
59,370
60,226
61,189
62,174
63,182
64,161
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
