age,setting_count
0,352
1,552
2,2685
3,4378
4,4547
5,4654
6,4956
7,5999
8,5493
9,5290
10,5891
11,5354
12,5601
13,5621
14,5923
15,6597
16,6257
17,6080
18,6247
19,6460
20,7006
21,5746
22,3930
23,2514
24,1704
25,806
26,658
27,624
28,469
29,439
30,393
31,309
32,346
33,327
34,342
35,461
36,365
37,416
38,409
39,366
40,425
41,350
42,360
43,334
44,341
45,382
46,361
47,354
48,402
49,380
50,498
51,325
52,295
53,300
54,301
55,209
56,180
57,161
58,202
59,186
60,183
61,172
62,152
63,173
64,124
65,64
66,52
67,55
68,97
69,89
70,3
71,5
72,6
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
