age,setting_count
0,64
1,208
2,295
3,2457
4,2778
5,3199
6,7687
7,7904
8,7517
9,7824
10,7762
11,8001
12,8829
13,8801
14,9175
15,9700
16,9817
17,9570
18,5278
19,2074
20,1836
21,1797
22,1883
23,1855
24,1884
25,342
26,360
27,345
28,371
29,342
30,250
31,288
32,268
33,307
34,312
35,304
36,275
37,329
38,342
39,344
40,317
41,350
42,355
43,340
44,339
45,326
46,331
47,256
48,325
49,244
50,343
51,300
52,314
53,317
54,303
55,284
56,292
57,271
58,267
59,303
60,246
61,227
62,266
63,254
64,273
65,203
66,252
67,242
68,229
69,119
70,69
71,102
72,103
73,101
74,106
75,62
76,62
77,56
78,53
79,60
80,29
81,32
82,26
83,28
84,28
