age,setting_count
0,0
1,0
2,0
3,3759
4,5431
5,6560
6,6843
7,6665
8,6675
9,6546
10,6689
11,6757
12,6726
13,6786
14,6835
15,6719
16,6580
17,5934
18,4504
19,3899
20,3873
21,3449
22,2930
23,2393
24,1950
25,1763
26,1684
27,1392
28,1261
29,1263
30,1107
31,1045
32,994
33,914
34,922
35,917
36,887
37,818
38,840
39,859
40,889
41,807
42,745
43,738
44,635
45,646
46,705
47,659
48,661
49,677
50,625
51,586
52,631
53,568
54,551
55,485
56,462
57,439
58,411
59,369
60,326
61,284
62,234
63,188
64,175
65,141
66,93
67,91
68,73
69,63
70,46
71,30
72,37
73,26
74,25
75,24
76,17
77,15
78,17
79,12
80,10
81,9
82,10
83,6
84,16
