age,setting_count
0,202
1,653
2,741
3,31177
4,38728
5,40877
6,61054
7,62195
8,61312
9,61208
10,61522
11,63391
12,64021
13,66117
14,66325
15,67687
16,67490
17,68799
18,21220
19,22092
20,21105
21,20906
22,20137
23,19235
24,18920
25,2546
26,2594
27,2822
28,2786
29,2800
30,1781
31,1831
32,1790
33,1865
34,1953
35,1882
36,1899
37,1992
38,2018
39,2156
40,2170
41,2391
42,2507
43,2495
44,2442
45,2154
46,2271
47,2072
48,2089
49,1636
50,1959
51,1829
52,1651
53,1533
54,1588
55,1435
56,1448
57,1498
58,1423
59,1454
60,1284
61,1336
62,1377
63,1501
64,1605
65,1034
66,1160
67,1132
68,1115
69,663
70,441
71,585
72,603
73,623
74,536
75,280
76,201
77,225
78,187
79,188
80,113
81,79
82,86
83,67
84,71
