age,setting_count
0,0
1,0
2,0
3,2803
4,4517
5,6311
6,6999
7,6738
8,6519
9,6826
10,7134
11,6723
12,6810
13,6362
14,6060
15,6247
16,6320
17,5966
18,4829
19,3797
20,3664
21,3450
22,2344
23,2081
24,1677
25,1447
26,1441
27,1477
28,1515
29,1459
30,901
31,914
32,906
33,808
34,865
35,796
36,749
37,710
38,813
39,890
40,667
41,631
42,592
43,548
44,604
45,532
46,496
47,601
48,528
49,578
50,501
51,478
52,487
53,463
54,435
55,361
56,350
57,330
58,334
59,309
60,265
61,223
62,222
63,224
64,167
65,83
66,78
67,73
68,76
69,59
70,53
71,52
72,56
73,62
74,49
75,47
76,14
77,3
78,7
79,12
80,3
81,6
82,5
83,3
84,22
