age,setting_count
0,0
1,0
2,0
3,2961
4,4805
5,6290
6,7159
7,6955
8,6718
9,6972
10,7321
11,7119
12,7304
13,7352
14,6669
15,7180
16,7255
17,6806
18,5723
19,4374
20,3984
21,3584
22,2569
23,2319
24,1874
25,1512
26,1501
27,1462
28,1573
29,1633
30,1054
31,929
32,898
33,919
34,894
35,757
36,721
37,736
38,835
39,910
40,741
41,699
42,666
43,658
44,644
45,625
46,626
47,568
48,632
49,644
50,549
51,583
52,556
53,632
54,521
55,408
56,394
57,384
58,390
59,323
60,286
61,304
62,294
63,247
64,206
65,98
66,87
67,74
68,77
69,87
70,45
71,65
72,71
73,56
74,67
75,45
76,9
77,4
78,6
79,7
80,8
81,3
82,5
83,5
84,25
