age,setting_count
0,0
1,0
2,0
3,1884
4,3223
5,6515
6,7119
7,6834
8,6654
9,6991
10,7431
11,7390
12,7113
13,6846
14,6801
15,6791
16,6836
17,6881
18,4422
19,3433
20,2911
21,2484
22,1815
23,1523
24,1209
25,1293
26,1350
27,1322
28,1457
29,1412
30,927
31,815
32,778
33,782
34,760
35,717
36,653
37,777
38,751
39,870
40,628
41,575
42,578
43,542
44,541
45,488
46,490
47,503
48,509
49,506
50,464
51,428
52,424
53,422
54,421
55,319
56,283
57,283
58,251
59,271
60,176
61,179
62,163
63,218
64,135
65,82
66,58
67,51
68,68
69,37
70,48
71,49
72,49
73,35
74,39
75,37
76,7
77,7
78,9
79,3
80,5
81,4
82,1
83,2
84,23
