age,setting_count
0,108
1,329
2,391
3,5226
4,6010
5,6501
6,11232
7,11470
8,11261
9,11350
10,11351
11,11858
12,12102
13,12553
14,12807
15,13319
16,13294
17,13538
18,6725
19,3871
20,3361
21,3333
22,3433
23,3462
24,3478
25,410
26,467
27,464
28,514
29,519
30,366
31,337
32,359
33,327
34,371
35,361
36,379
37,381
38,392
39,436
40,465
41,478
42,466
43,463
44,427
45,432
46,406
47,432
48,433
49,314
50,458
51,434
52,459
53,424
54,410
55,383
56,428
57,366
58,398
59,389
60,373
61,312
62,377
63,414
64,446
65,285
66,298
67,307
68,271
69,180
70,113
71,143
72,135
73,140
74,137
75,72
76,54
77,66
78,74
79,43
80,31
81,34
82,36
83,30
84,29
