age,setting_count
0,301
1,975
2,1195
3,4205
4,4907
5,5045
6,9268
7,9669
8,9732
9,10184
10,10302
11,10933
12,11502
13,11994
14,12381
15,12746
16,13005
17,13130
18,6906
19,3382
20,2882
21,2796
22,2714
23,2709
24,2609
25,323
26,335
27,318
28,360
29,413
30,377
31,392
32,364
33,365
34,402
35,404
36,433
37,432
38,453
39,497
40,508
41,503
42,469
43,512
44,512
45,457
46,470
47,449
48,448
49,351
50,418
51,422
52,430
53,406
54,451
55,421
56,435
57,438
58,419
59,440
60,368
61,391
62,410
63,401
64,450
65,372
66,358
67,301
68,291
69,198
70,125
71,120
72,145
73,171
74,140
75,122
76,108
77,123
78,107
79,99
80,41
81,50
82,27
83,30
84,40
