age,setting_count
0,0
1,0
2,0
3,3202
4,5212
5,7265
6,7801
7,7828
8,7577
9,7981
10,7983
11,8029
12,8182
13,8179
14,8025
15,8382
16,8583
17,8199
18,6992
19,5373
20,5175
21,4681
22,3211
23,2635
24,2087
25,1791
26,1817
27,1896
28,1887
29,1814
30,1150
31,1044
32,1055
33,1082
34,1043
35,907
36,816
37,870
38,909
39,895
40,769
41,717
42,679
43,663
44,749
45,653
46,657
47,676
48,680
49,649
50,591
51,578
52,599
53,597
54,585
55,412
56,372
57,350
58,331
59,352
60,275
61,297
62,272
63,259
64,197
65,90
66,83
67,95
68,75
69,65
70,79
71,66
72,64
73,55
74,55
75,57
76,10
77,12
78,7
79,8
80,4
81,6
82,6
83,1
84,46
