age,setting_count
0,15
1,410
2,2046
3,2881
4,2924
5,2950
6,3203
7,3702
8,3554
9,3276
10,3319
11,3206
12,3605
13,3402
14,3513
15,3722
16,3931
17,3964
18,4247
19,4032
20,4288
21,3750
22,2978
23,2270
24,1886
25,459
26,386
27,379
28,311
29,282
30,280
31,234
32,248
33,271
34,243
35,314
36,370
37,302
38,326
39,296
40,303
41,304
42,304
43,311
44,294
45,324
46,331
47,317
48,342
49,397
50,416
51,322
52,344
53,272
54,284
55,209
56,182
57,133
58,158
59,158
60,136
61,145
62,101
63,125
64,85
65,60
66,27
67,33
68,50
69,72
70,0
71,1
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
