age,setting_count
0,0
1,0
2,0
3,2253
4,3500
5,5895
6,6599
7,6532
8,6563
9,6745
10,7004
11,6656
12,6740
13,6410
14,6241
15,6508
16,6436
17,5862
18,4599
19,3850
20,3361
21,3043
22,2201
23,1860
24,1380
25,1318
26,1352
27,1418
28,1380
29,1385
30,928
31,856
32,908
33,907
34,816
35,799
36,762
37,833
38,825
39,894
40,688
41,621
42,630
43,642
44,664
45,614
46,608
47,577
48,609
49,566
50,558
51,537
52,541
53,520
54,566
55,384
56,344
57,318
58,360
59,345
60,238
61,263
62,286
63,262
64,207
65,93
66,72
67,97
68,75
69,81
70,59
71,59
72,63
73,70
74,65
75,46
76,5
77,8
78,10
79,6
80,5
81,7
82,7
83,4
84,36
