age,setting_count
0,117
1,394
2,459
3,3375
4,4182
5,4419
6,9894
7,10061
8,10123
9,10010
10,10410
11,10933
12,11424
13,11683
14,12067
15,12406
16,12432
17,12290
18,4903
19,3084
20,2640
21,2550
22,2642
23,2690
24,2764
25,388
26,429
27,418
28,435
29,443
30,322
31,352
32,339
33,324
34,341
35,353
36,390
37,371
38,394
39,388
40,437
41,437
42,383
43,415
44,397
45,393
46,383
47,387
48,371
49,343
50,436
51,411
52,391
53,396
54,394
55,431
56,433
57,370
58,389
59,448
60,349
61,353
62,367
63,375
64,398
65,308
66,337
67,291
68,270
69,146
70,114
71,171
72,143
73,138
74,138
75,69
76,68
77,77
78,90
79,98
80,54
81,51
82,54
83,43
84,42
