age,setting_count
0,152
1,483
2,591
3,4759
4,5704
5,5924
6,16130
7,16146
8,15947
9,15670
10,15580
11,16045
12,16423
13,16908
14,17259
15,17248
16,17390
17,17489
18,6491
19,5465
20,5123
21,5078
22,5126
23,5086
24,5130
25,613
26,641
27,747
28,699
29,754
30,607
31,603
32,569
33,612
34,630
35,497
36,545
37,515
38,616
39,640
40,587
41,570
42,582
43,578
44,535
45,501
46,557
47,503
48,636
49,464
50,554
51,534
52,546
53,535
54,523
55,512
56,516
57,514
58,470
59,584
60,495
61,476
62,492
63,504
64,547
65,350
66,377
67,356
68,336
69,199
70,147
71,182
72,188
73,168
74,199
75,100
76,91
77,89
78,90
79,92
80,39
81,44
82,35
83,53
84,43
