age,setting_count
0,68
1,497
2,2116
3,2924
4,3040
5,3049
6,3078
7,3140
8,2989
9,2803
10,2515
11,2466
12,2579
13,2642
14,2589
15,2845
16,2865
17,2650
18,2900
19,2839
20,2850
21,2604
22,2166
23,1851
24,1512
25,320
26,333
27,316
28,284
29,309
30,215
31,237
32,270
33,261
34,238
35,327
36,307
37,298
38,308
39,261
40,275
41,230
42,191
43,233
44,233
45,265
46,255
47,267
48,268
49,245
50,336
51,267
52,284
53,243
54,243
55,156
56,156
57,115
58,115
59,127
60,129
61,132
62,102
63,78
64,60
65,53
66,36
67,19
68,33
69,58
70,3
71,0
72,5
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
