age,setting_count
0,892
1,4386
2,7672
3,7710
4,7736
5,11956
6,11956
7,12608
8,12197
9,12443
10,12514
11,12990
12,12803
13,12890
14,13345
15,13559
16,13688
17,13458
18,6814
19,6879
20,6973
21,7284
22,7152
23,6914
24,6956
25,7455
26,579
27,595
28,566
29,550
30,633
31,615
32,628
33,580
34,600
35,599
36,599
37,626
38,576
39,572
40,625
41,615
42,647
43,602
44,614
45,632
46,739
47,797
48,779
49,790
50,750
51,569
52,562
53,535
54,567
55,500
56,472
57,441
58,404
59,402
60,281
61,226
62,276
63,281
64,255
65,103
66,106
67,105
68,109
69,99
70,22
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
