age,setting_count
0,213
1,537
2,2901
3,3830
4,4369
5,4718
6,4598
7,4781
8,4461
9,4298
10,4233
11,4261
12,4557
13,4276
14,4594
15,4813
16,4966
17,4089
18,3503
19,3405
20,3773
21,3042
22,3170
23,2929
24,2647
25,544
26,491
27,480
28,457
29,450
30,391
31,352
32,408
33,371
34,407
35,489
36,450
37,462
38,424
39,421
40,347
41,391
42,352
43,332
44,330
45,360
46,346
47,379
48,386
49,389
50,513
51,363
52,341
53,305
54,295
55,280
56,258
57,208
58,182
59,192
60,153
61,128
62,109
63,98
64,76
65,38
66,28
67,25
68,27
69,38
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
