age,setting_count
0,48337
1,51428
2,49498
3,47087
4,45972
5,148931
6,169050
7,173036
8,172137
9,172084
10,173151
11,176380
12,176848
13,179289
14,181989
15,184257
16,181499
17,172922
18,149824
19,117716
20,89520
21,67083
22,51907
23,40260
24,32490
25,5805
26,5580
27,5534
28,5117
29,4976
30,5648
31,5268
32,5117
33,4763
34,4611
35,4582
36,4686
37,4491
38,4524
39,4168
40,2806
41,2625
42,2537
43,2547
44,2433
45,2389
46,2441
47,2337
48,2232
49,2220
50,1861
51,1843
52,1789
53,1604
54,1631
55,1282
56,1232
57,1251
58,1251
59,1135
60,655
61,643
62,632
63,596
64,571
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
