age,setting_count
0,0
1,0
2,0
3,3326
4,2817
5,2723
6,4043
7,4209
8,4284
9,4207
10,4210
11,4097
12,4184
13,4846
14,5533
15,6042
16,5986
17,6006
18,4948
19,4435
20,3779
21,3291
22,2094
23,992
24,727
25,506
26,374
27,287
28,264
29,298
30,216
31,228
32,215
33,203
34,220
35,210
36,218
37,212
38,260
39,285
40,167
41,156
42,162
43,171
44,183
45,159
46,163
47,140
48,127
49,117
50,113
51,61
52,59
53,63
54,64
55,50
56,47
57,69
58,41
59,47
60,3
61,2
62,1
63,0
64,3
65,0
66,2
67,0
68,0
69,1
70,0
71,1
72,0
73,0
74,2
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
