age,setting_count
0,66
1,215
2,1410
3,2058
4,2295
5,2258
6,2416
7,2721
8,2688
9,2358
10,2451
11,2514
12,2400
13,2451
14,2642
15,2803
16,3218
17,3140
18,3316
19,3369
20,3734
21,3282
22,2229
23,1612
24,1168
25,305
26,252
27,231
28,233
29,220
30,184
31,193
32,181
33,198
34,195
35,192
36,222
37,203
38,212
39,188
40,204
41,183
42,168
43,224
44,207
45,215
46,203
47,235
48,232
49,252
50,274
51,198
52,205
53,188
54,185
55,118
56,104
57,97
58,90
59,77
60,103
61,100
62,76
63,80
64,66
65,21
66,20
67,31
68,46
69,45
70,1
71,1
72,2
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
