age,setting_count
0,0
1,0
2,0
3,2853
4,2492
5,2258
6,3389
7,3419
8,3511
9,3391
10,3203
11,3305
12,3196
13,3683
14,4079
15,4403
16,4608
17,4660
18,4246
19,3955
20,3935
21,3470
22,2571
23,1253
24,883
25,563
26,438
27,333
28,311
29,250
30,251
31,220
32,193
33,185
34,190
35,238
36,222
37,219
38,220
39,241
40,179
41,170
42,160
43,179
44,164
45,123
46,111
47,131
48,130
49,123
50,107
51,56
52,79
53,49
54,59
55,56
56,49
57,51
58,54
59,38
60,2
61,2
62,1
63,2
64,2
65,0
66,0
67,2
68,2
69,1
70,0
71,0
72,0
73,1
74,1
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
