age,setting_count
0,194
1,565
2,2059
3,2835
4,3004
5,3048
6,3357
7,3954
8,3716
9,3484
10,3285
11,3180
12,3293
13,3294
14,3399
15,3484
16,3656
17,3402
18,3392
19,3607
20,3756
21,3275
22,2225
23,1784
24,1501
25,381
26,406
27,384
28,328
29,310
30,286
31,292
32,255
33,282
34,261
35,352
36,361
37,283
38,326
39,291
40,281
41,275
42,254
43,228
44,259
45,262
46,262
47,307
48,280
49,285
50,354
51,305
52,279
53,259
54,253
55,174
56,137
57,153
58,144
59,161
60,109
61,135
62,107
63,113
64,73
65,36
66,23
67,31
68,58
69,57
70,1
71,0
72,2
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
