age,setting_count
0,0
1,0
2,0
3,1751
4,3869
5,6657
6,7057
7,6897
8,6744
9,6885
10,7067
11,6990
12,6869
13,6951
14,6933
15,6804
16,6574
17,5227
18,3187
19,3113
20,2992
21,2660
22,2165
23,1933
24,1663
25,1463
26,1291
27,1293
28,1250
29,1198
30,1055
31,1026
32,965
33,882
34,871
35,837
36,815
37,875
38,883
39,856
40,851
41,830
42,803
43,733
44,692
45,679
46,645
47,667
48,660
49,655
50,639
51,562
52,558
53,519
54,468
55,442
56,395
57,359
58,324
59,340
60,258
61,215
62,178
63,178
64,156
65,117
66,82
67,69
68,49
69,39
70,35
71,17
72,27
73,15
74,20
75,9
76,4
77,3
78,9
79,6
80,4
81,5
82,2
83,6
84,7
