age,setting_count
0,108896
1,102219
2,95111
3,87291
4,82974
5,147184
6,160736
7,158938
8,154322
9,151600
10,149158
11,147245
12,145096
13,143495
14,142056
15,141982
16,141664
17,142688
18,135395
19,118338
20,101639
21,84632
22,69256
23,56760
24,47643
25,9082
26,9076
27,9227
28,8809
29,8573
30,9705
31,9103
32,8804
33,8377
34,8206
35,7979
36,7859
37,7618
38,7179
39,6991
40,3336
41,3240
42,3042
43,3089
44,2913
45,2617
46,2565
47,2483
48,2474
49,2370
50,2034
51,1856
52,1762
53,1737
54,1672
55,1301
56,1285
57,1168
58,1102
59,1020
60,619
61,546
62,475
63,439
64,413
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
