age,setting_count
0,0
1,0
2,0
3,2435
4,3969
5,6068
6,6629
7,6360
8,6176
9,6187
10,6739
11,6587
12,6421
13,6601
14,5963
15,6231
16,6442
17,6052
18,4868
19,3862
20,3569
21,3290
22,2294
23,2019
24,1607
25,1308
26,1286
27,1337
28,1397
29,1343
30,863
31,771
32,888
33,807
34,840
35,636
36,572
37,571
38,626
39,668
40,573
41,527
42,564
43,552
44,574
45,511
46,530
47,493
48,539
49,557
50,573
51,513
52,529
53,496
54,493
55,393
56,389
57,360
58,346
59,341
60,294
61,248
62,266
63,281
64,225
65,84
66,95
67,106
68,76
69,53
70,61
71,73
72,87
73,54
74,58
75,52
76,8
77,4
78,5
79,8
80,6
81,5
82,4
83,7
84,32
