age,setting_count
0,111
1,218
2,281
3,9138
4,11324
5,11932
6,18524
7,19794
8,19243
9,18954
10,19162
11,20221
12,20637
13,21314
14,21238
15,22034
16,21578
17,22324
18,14997
19,11730
20,11175
21,10749
22,10195
23,10355
24,10329
25,575
26,534
27,610
28,688
29,656
30,803
31,804
32,882
33,875
34,886
35,789
36,836
37,849
38,839
39,853
40,857
41,872
42,942
43,845
44,844
45,814
46,826
47,825
48,827
49,648
50,756
51,733
52,780
53,717
54,794
55,724
56,724
57,730
58,724
59,706
60,691
61,611
62,672
63,723
64,794
65,522
66,560
67,494
68,385
69,247
70,181
71,215
72,207
73,202
74,213
75,88
76,82
77,81
78,83
79,77
80,70
81,58
82,46
83,50
84,43
