age,setting_count
0,89
1,154
2,1015
3,1796
4,1945
5,1994
6,2271
7,2679
8,2503
9,2538
10,2495
11,2337
12,2474
13,2526
14,2665
15,3017
16,3174
17,3406
18,3859
19,3607
20,3785
21,3106
22,2193
23,1482
24,1157
25,313
26,295
27,272
28,252
29,219
30,204
31,178
32,179
33,157
34,173
35,208
36,200
37,202
38,203
39,203
40,171
41,167
42,168
43,175
44,173
45,187
46,188
47,199
48,217
49,247
50,255
51,227
52,178
53,198
54,165
55,102
56,99
57,107
58,90
59,78
60,96
61,112
62,81
63,78
64,72
65,30
66,24
67,27
68,43
69,65
70,5
71,2
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
