age,setting_count
0,0
1,0
2,0
3,2208
4,3815
5,5789
6,6214
7,6068
8,6213
9,6443
10,6682
11,6573
12,6669
13,6405
14,6331
15,6291
16,6508
17,6148
18,4997
19,3879
20,3388
21,3195
22,2240
23,1947
24,1513
25,1448
26,1431
27,1447
28,1432
29,1457
30,850
31,853
32,853
33,802
34,761
35,677
36,613
37,639
38,676
39,723
40,574
41,568
42,568
43,539
44,583
45,535
46,569
47,540
48,584
49,583
50,566
51,508
52,524
53,509
54,499
55,376
56,348
57,318
58,319
59,301
60,237
61,238
62,250
63,229
64,166
65,72
66,86
67,81
68,82
69,66
70,46
71,52
72,44
73,41
74,43
75,46
76,11
77,9
78,10
79,13
80,8
81,5
82,6
83,6
84,27
