age,setting_count
0,0
1,0
2,0
3,2169
4,3516
5,5878
6,6348
7,6130
8,6225
9,6378
10,6567
11,6546
12,6716
13,6432
14,6119
15,6353
16,6755
17,6160
18,4847
19,3659
20,3396
21,3224
22,2309
23,1997
24,1488
25,1300
26,1264
27,1244
28,1390
29,1401
30,868
31,826
32,812
33,834
34,776
35,656
36,609
37,582
38,647
39,758
40,597
41,551
42,564
43,611
44,653
45,533
46,577
47,605
48,650
49,595
50,578
51,545
52,550
53,505
54,518
55,404
56,358
57,341
58,347
59,319
60,246
61,264
62,271
63,259
64,173
65,90
66,86
67,102
68,63
69,76
70,82
71,74
72,67
73,71
74,48
75,58
76,15
77,7
78,7
79,4
80,7
81,10
82,7
83,6
84,27
