age,setting_count
0,53
1,480
2,2210
3,3221
4,3363
5,3420
6,3418
7,3292
8,3096
9,3069
10,2727
11,2599
12,2851
13,2638
14,2881
15,2983
16,3089
17,3022
18,3003
19,2760
20,2980
21,2617
22,2242
23,1853
24,1638
25,320
26,324
27,334
28,281
29,265
30,270
31,250
32,260
33,273
34,280
35,305
36,312
37,292
38,278
39,260
40,260
41,211
42,225
43,264
44,225
45,239
46,285
47,272
48,275
49,293
50,354
51,258
52,275
53,238
54,276
55,166
56,154
57,138
58,146
59,137
60,110
61,115
62,89
63,89
64,58
65,32
66,23
67,24
68,44
69,63
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
