age,setting_count
0,0
1,0
2,0
3,3462
4,3588
5,17442
6,24854
7,36941
8,41369
9,40197
10,43710
11,41381
12,40531
13,40362
14,39014
15,37705
16,38584
17,35897
18,31418
19,27537
20,13551
21,12906
22,12206
23,12852
24,12121
25,2509
26,2455
27,2416
28,2414
29,2208
30,1410
31,1245
32,1279
33,1295
34,1319
35,1151
36,1159
37,1120
38,1009
39,1016
40,1006
41,1103
42,985
43,1024
44,1001
45,941
46,813
47,776
48,857
49,788
50,672
51,672
52,678
53,614
54,662
55,590
56,656
57,525
58,520
59,459
60,405
61,441
62,394
63,407
64,360
65,384
66,345
67,368
68,337
69,371
70,210
71,189
72,166
73,140
74,114
75,97
76,120
77,133
78,147
79,108
80,87
81,47
82,48
83,43
84,132
