age,setting_count
0,0
1,0
2,0
3,3715
4,3248
5,3117
6,4971
7,5348
8,5791
9,5886
10,6079
11,6388
12,6377
13,6950
14,7349
15,7140
16,7026
17,6365
18,4937
19,3992
20,3249
21,2664
22,1691
23,834
24,620
25,480
26,331
27,266
28,267
29,265
30,176
31,170
32,156
33,177
34,238
35,213
36,213
37,262
38,273
39,259
40,190
41,153
42,129
43,145
44,154
45,174
46,134
47,167
48,112
49,101
50,91
51,55
52,47
53,54
54,73
55,39
56,55
57,77
58,49
59,63
60,0
61,4
62,1
63,0
64,1
65,0
66,2
67,2
68,1
69,0
70,0
71,1
72,0
73,0
74,1
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
