age,setting_count
0,116
1,693
2,2121
3,2684
4,2630
5,2732
6,2645
7,2925
8,2649
9,2491
10,2332
11,2318
12,2370
13,2419
14,2508
15,2660
16,3007
17,3026
18,2972
19,2806
20,2893
21,2551
22,1812
23,1378
24,1126
25,241
26,233
27,243
28,214
29,187
30,179
31,165
32,191
33,184
34,169
35,228
36,222
37,212
38,226
39,183
40,174
41,171
42,177
43,185
44,181
45,175
46,191
47,201
48,218
49,243
50,252
51,198
52,188
53,203
54,216
55,98
56,92
57,112
58,91
59,91
60,76
61,87
62,81
63,74
64,61
65,33
66,24
67,27
68,42
69,35
70,0
71,3
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
