age,setting_count
0,246
1,615
2,2405
3,3856
4,4218
5,4691
6,6474
7,8172
8,7782
9,7439
10,8605
11,7702
12,7871
13,8053
14,8220
15,8452
16,7703
17,6179
18,6698
19,6985
20,8551
21,5967
22,4140
23,2640
24,1828
25,1089
26,835
27,768
28,595
29,499
30,564
31,487
32,466
33,445
34,452
35,804
36,698
37,723
38,738
39,680
40,824
41,706
42,723
43,645
44,638
45,742
46,667
47,688
48,668
49,670
50,740
51,583
52,525
53,478
54,454
55,385
56,374
57,310
58,286
59,262
60,358
61,249
62,223
63,199
64,152
65,122
66,77
67,99
68,136
69,103
70,4
71,3
72,3
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
