age,setting_count
0,0
1,0
2,0
3,1412
4,3904
5,6041
6,6112
7,5846
8,5857
9,6101
10,6250
11,6449
12,6697
13,6505
14,6715
15,6674
16,6459
17,5015
18,3541
19,2337
20,2434
21,2170
22,1949
23,1568
24,1267
25,1138
26,967
27,995
28,831
29,821
30,788
31,740
32,709
33,679
34,667
35,696
36,693
37,721
38,737
39,723
40,809
41,683
42,720
43,747
44,600
45,678
46,639
47,678
48,663
49,676
50,651
51,580
52,569
53,526
54,532
55,458
56,445
57,356
58,394
59,301
60,284
61,225
62,212
63,196
64,148
65,100
66,94
67,73
68,67
69,45
70,36
71,23
72,14
73,14
74,5
75,5
76,3
77,0
78,9
79,12
80,0
81,0
82,0
83,0
84,0
