age,setting_count
0,0
1,0
2,0
3,2955
4,4521
5,6139
6,6639
7,6529
8,6716
9,6910
10,7162
11,6892
12,6795
13,6795
14,6823
15,6993
16,7159
17,6860
18,5128
19,4094
20,3657
21,3355
22,2345
23,2204
24,1762
25,1831
26,1731
27,1837
28,1789
29,1720
30,1111
31,1059
32,1051
33,1023
34,991
35,817
36,742
37,832
38,909
39,1036
40,772
41,706
42,746
43,776
44,839
45,744
46,755
47,713
48,751
49,738
50,641
51,628
52,592
53,620
54,587
55,454
56,413
57,396
58,391
59,370
60,286
61,306
62,300
63,329
64,212
65,93
66,82
67,103
68,92
69,64
70,68
71,61
72,56
73,65
74,49
75,53
76,9
77,7
78,5
79,6
80,6
81,7
82,3
83,8
84,29
