age,setting_count
0,0
1,0
2,0
3,3002
4,2815
5,2579
6,3920
7,4475
8,4617
9,4665
10,4799
11,4969
12,4985
13,5520
14,5794
15,5931
16,5881
17,5424
18,4261
19,3726
20,3067
21,2441
22,1660
23,881
24,694
25,528
26,425
27,328
28,263
29,292
30,224
31,202
32,182
33,206
34,205
35,277
36,233
37,292
38,268
39,294
40,184
41,183
42,189
43,186
44,160
45,158
46,167
47,145
48,129
49,132
50,122
51,70
52,83
53,79
54,55
55,67
56,75
57,58
58,60
59,55
60,1
61,3
62,1
63,1
64,3
65,1
66,0
67,0
68,1
69,1
70,0
71,1
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
