age,setting_count
0,129
1,641
2,2295
3,2985
4,3014
5,2947
6,2721
7,2999
8,2877
9,2588
10,2453
11,2468
12,2516
13,2487
14,2575
15,2653
16,3001
17,2786
18,2881
19,2700
20,2711
21,2464
22,1566
23,1355
24,1051
25,289
26,301
27,295
28,240
29,242
30,222
31,202
32,199
33,215
34,229
35,266
36,259
37,266
38,227
39,221
40,196
41,206
42,203
43,207
44,217
45,235
46,223
47,254
48,279
49,283
50,291
51,246
52,228
53,215
54,224
55,147
56,130
57,119
58,108
59,115
60,112
61,111
62,74
63,118
64,59
65,28
66,25
67,21
68,39
69,64
70,0
71,1
72,2
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
