age,setting_count
0,123
1,413
2,1877
3,2639
4,2896
5,2812
6,2871
7,3353
8,3194
9,3057
10,3025
11,2789
12,2770
13,2672
14,2797
15,3062
16,3224
17,3180
18,3483
19,3529
20,3371
21,2897
22,2126
23,1705
24,1377
25,321
26,300
27,315
28,260
29,258
30,268
31,247
32,232
33,216
34,188
35,276
36,224
37,249
38,255
39,235
40,225
41,183
42,222
43,184
44,164
45,179
46,189
47,216
48,235
49,249
50,270
51,237
52,252
53,235
54,217
55,131
56,115
57,105
58,125
59,91
60,100
61,86
62,75
63,66
64,52
65,34
66,32
67,30
68,29
69,44
70,1
71,4
72,4
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
