age,setting_count
0,0
1,0
2,71802
3,149550
4,145691
5,143643
6,139087
7,136627
8,134286
9,131187
10,128179
11,136204
12,133018
13,128640
14,126792
15,122962
16,117556
17,109103
18,27131
19,25554
20,26854
21,26133
22,25171
23,29382
24,28597
25,30835
26,30202
27,30193
28,29487
29,29065
30,13120
31,12873
32,12708
33,12735
34,12568
35,12759
36,12936
37,12388
38,12389
39,12118
40,6406
41,5405
42,5355
43,5131
44,5086
45,4814
46,4865
47,4777
48,4695
49,4570
50,4501
51,4408
52,4270
53,4168
54,4076
55,3955
56,3797
57,3713
58,3685
59,3677
60,2733
61,2627
62,2595
63,2548
64,2431
65,1300
66,1205
67,1188
68,1001
69,999
70,278
71,238
72,215
73,206
74,223
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
