age,setting_count
0,86
1,296
2,361
3,18608
4,23471
5,24881
6,46451
7,46355
8,45678
9,44016
10,43219
11,44806
12,45388
13,46484
14,46747
15,47216
16,46937
17,48309
18,28943
19,27475
20,24897
21,23988
22,22993
23,22862
24,22335
25,2221
26,2297
27,2289
28,2476
29,2639
30,1644
31,1696
32,1668
33,1705
34,1796
35,1871
36,1898
37,1882
38,1928
39,1998
40,1869
41,1903
42,1987
43,1931
44,1748
45,1785
46,1808
47,1717
48,1804
49,1325
50,1586
51,1492
52,1435
53,1558
54,1545
55,1414
56,1444
57,1387
58,1362
59,1481
60,1180
61,1241
62,1338
63,1366
64,1551
65,1097
66,1166
67,1064
68,996
69,614
70,365
71,435
72,410
73,469
74,456
75,167
76,170
77,142
78,182
79,172
80,84
81,79
82,71
83,68
84,68
