age,setting_count
0,50445
1,56011
2,53909
3,50821
4,49374
5,92285
6,103064
7,104364
8,103667
9,102601
10,102100
11,102501
12,103456
13,105918
14,109702
15,112789
16,111705
17,106615
18,91827
19,69584
20,51531
21,37440
22,29098
23,22468
24,17910
25,5118
26,4854
27,4490
28,4393
29,4001
30,4650
31,4299
32,4207
33,4035
34,4061
35,4057
36,4049
37,3817
38,3841
39,3553
40,2017
41,1982
42,1905
43,1890
44,1875
45,1853
46,1823
47,1801
48,1693
49,1628
50,1358
51,1297
52,1239
53,1224
54,1168
55,930
56,918
57,918
58,829
59,857
60,488
61,485
62,428
63,408
64,366
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
