age,setting_count
0,93
1,419
2,2084
3,2795
4,2953
5,2862
6,2863
7,2986
8,2747
9,2416
10,2310
11,2396
12,2281
13,2299
14,2494
15,2630
16,2933
17,2926
18,3621
19,3496
20,3455
21,3010
22,2391
23,1726
24,1271
25,274
26,246
27,250
28,206
29,192
30,212
31,217
32,238
33,202
34,221
35,237
36,226
37,232
38,228
39,249
40,214
41,214
42,183
43,175
44,178
45,219
46,207
47,223
48,243
49,235
50,285
51,196
52,245
53,242
54,191
55,120
56,114
57,117
58,107
59,110
60,87
61,88
62,67
63,78
64,66
65,45
66,19
67,15
68,44
69,55
70,0
71,0
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
