age,setting_count
0,0
1,0
2,0
3,2826
4,4671
5,6606
6,7337
7,6972
8,6645
9,7118
10,7378
11,7142
12,7303
13,6870
14,6433
15,6711
16,6770
17,6653
18,5176
19,4124
20,3853
21,3454
22,2419
23,2137
24,1823
25,1472
26,1444
27,1523
28,1436
29,1497
30,962
31,913
32,914
33,825
34,820
35,716
36,692
37,712
38,726
39,737
40,646
41,605
42,539
43,584
44,591
45,622
46,569
47,649
48,615
49,655
50,538
51,521
52,572
53,572
54,507
55,437
56,387
57,372
58,354
59,366
60,274
61,287
62,284
63,288
64,209
65,93
66,77
67,92
68,85
69,77
70,65
71,58
72,59
73,59
74,63
75,50
76,7
77,2
78,7
79,10
80,8
81,5
82,5
83,4
84,34
