age,setting_count
0,248
1,759
2,909
3,37957
4,46963
5,49814
6,76533
7,77116
8,75918
9,75615
10,75453
11,78488
12,78924
13,81147
14,81945
15,82811
16,81731
17,83106
18,31443
19,34075
20,32427
21,32174
22,31246
23,30420
24,29723
25,3363
26,3419
27,3542
28,3708
29,3758
30,2548
31,2610
32,2745
33,2734
34,2779
35,2167
36,2372
37,2349
38,2533
39,2551
40,2706
41,2886
42,2997
43,2988
44,2889
45,3098
46,3059
47,2957
48,2984
49,2229
50,2546
51,2334
52,2188
53,2045
54,2075
55,1950
56,1790
57,1731
58,1636
59,1755
60,1382
61,1490
62,1549
63,1653
64,1772
65,1263
66,1400
67,1440
68,1270
69,779
70,627
71,712
72,740
73,703
74,681
75,306
76,275
77,269
78,283
79,249
80,118
81,91
82,97
83,123
84,105
