age,setting_count
0,76
1,247
2,1680
3,2288
4,2448
5,2524
6,2877
7,3475
8,3011
9,2690
10,2710
11,2593
12,2793
13,2855
14,3134
15,3244
16,3520
17,3710
18,4324
19,4192
20,4190
21,3503
22,2601
23,2083
24,1589
25,365
26,357
27,335
28,318
29,232
30,197
31,224
32,193
33,203
34,212
35,272
36,232
37,236
38,255
39,233
40,198
41,201
42,172
43,189
44,176
45,169
46,205
47,214
48,253
49,239
50,293
51,215
52,199
53,175
54,193
55,132
56,115
57,113
58,113
59,80
60,102
61,108
62,91
63,82
64,67
65,32
66,19
67,17
68,40
69,40
70,4
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
