age,setting_count
0,0
1,0
2,0
3,3255
4,2907
5,2709
6,4129
7,4580
8,4803
9,4950
10,5030
11,5413
12,5594
13,6008
14,6315
15,6273
16,6118
17,5733
18,4567
19,3621
20,2888
21,2222
22,1451
23,703
24,584
25,436
26,302
27,264
28,233
29,215
30,137
31,160
32,103
33,143
34,187
35,181
36,228
37,250
38,252
39,280
40,154
41,144
42,148
43,127
44,126
45,142
46,124
47,121
48,127
49,100
50,99
51,43
52,40
53,44
54,59
55,55
56,51
57,58
58,57
59,58
60,2
61,1
62,0
63,2
64,2
65,0
66,3
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
