age,setting_count
0,0
1,0
2,0
3,5332
4,4739
5,4409
6,6462
7,6931
8,6436
9,5966
10,5582
11,5252
12,5035
13,5526
14,6067
15,6462
16,6592
17,6417
18,5543
19,5065
20,4325
21,3804
22,2581
23,1236
24,889
25,683
26,508
27,403
28,341
29,328
30,292
31,242
32,220
33,228
34,242
35,294
36,295
37,279
38,285
39,336
40,192
41,228
42,199
43,206
44,208
45,173
46,162
47,170
48,132
49,151
50,142
51,82
52,67
53,74
54,69
55,67
56,80
57,68
58,67
59,64
60,1
61,4
62,2
63,4
64,1
65,2
66,0
67,1
68,0
69,0
70,1
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
