age,setting_count
0,0
1,0
2,0
3,2526
4,3843
5,3895
6,3870
7,3598
8,3800
9,3670
10,3557
11,3431
12,3620
13,3631
14,3649
15,3781
16,3859
17,2986
18,3179
19,3140
20,2217
21,2333
22,2001
23,2147
24,1747
25,2550
26,2364
27,2531
28,2545
29,2515
30,1414
31,1335
32,1313
33,1220
34,1141
35,1075
36,958
37,968
38,901
39,903
40,806
41,679
42,610
43,612
44,666
45,633
46,711
47,681
48,675
49,640
50,641
51,568
52,583
53,551
54,581
55,485
56,441
57,458
58,447
59,425
60,320
61,387
62,336
63,314
64,299
65,172
66,160
67,150
68,160
69,118
70,135
71,128
72,110
73,92
74,59
75,59
76,8
77,11
78,7
79,5
80,8
81,5
82,9
83,6
84,29
